,tweet,label
31,{'ml': 'ഞാൻ കട്ട ലളേറ്റൺ അരധകനാണ്. ഐക്കയുടെ പദത്തിന് എല്ലാ അശംസകളും.'},0
32,{'ml': 'അയ്യ്ഹാ യോഹ് നാസ് ഒരു കുംബലൾഭി കാരി ആന്നേ അം പ്രൊഡ് ഓഫ്'},0
33,  ജോബി ചീതായി പദം കാണാൻ അല്ല് കിട്ടുലാഷാനെ സപ്പോർട്ട്,0
34,{'ml': 'പറ്റിക്കാൻ വേണ്ടി ആണേലും ഇങ്ങനൊന്നും ഇടരുത് എന്ന് പറയാൻ പറയണം മാർ എബ്രിഡ് ഷാനെ ഹോളിവുഡ് ലെവൽ എട്ടം'},0
35,{'ml': 'ജയസൂരിയ പൊളിച്ച് എന്താ മോണ ലോക്കും മുന്ദുമ്മടക്കി നടത്തോകെ ലാലറ്റൻ തോട്ടുപോവുമലോളോ'},0
36,{'ml': 'പദം ക്ടിഡ് വണ്ടും ട്രൈലർ കണുമ്പോ വേറോർ ഫിൽ'},0
37,{'ml': '0:46'},4
38,{'ml': 'ഇഡാ നായികളെ ഫേസ് ഓഫ് ഇൻഡ്യൻ സിനിമ അല്ല ഫേസ് ഓഫ് മലയാളം സിനിമ എന്ന പറയട കോപ്പന്മാരെ'},0
39,{'ml': 'ഈശ്വരാ റിച്ചി മൂവി യെ പോലെ ആകാതിരുന്നാൽ മത്യാർന്നു'},0
40,{'ml': 'ഡെല്ലി വീവേഴ്സ് എത്ര ഐ എന്ന് അറിയാൻ വരുന്നവർ ഹിറ്റ് ലൈക് ഹേരെ'},0
41,{'ml': 'ഒന്നും പറയാൻ ഇല്ല പൊളിച്ച് അടക്കി മമ്മൂക്ക'},0
42,{'ml': 'ചാക് ടേരെ ഹിജാ*#ഡിഡി മെയിൻ ഗ്രസ് ദുങ്ങ.. ഫാഡ് ഇഇഅനനഐി ഭായി കീ ഡയലോഗ്.. അവെയ്റ്റിങ്ങ് ഭായി കീ മൂവി'},0
43,{'ml': 'ലവ് ഫ്രാം ടിൻ🤩....താമിലിയൻസ് ഗൈവ് സി ലൈക്'},0
44,{'ml': 'ട്രൈലർ കണ്ടിട്ട് ഹിറ്റ് ആകുമേനോണും പയുനില പക്ഷയെ സുരാജൈതന്റെ അഭിനയം കിടുകും'},0
45,  ഇൻറമോ പദമം കിടുക്കി ഒരു രേക്ഷയും ഇല്ല കിടിലന്ന്ന്ന്,0
46,  ചാക്കോ ച്ചന്ടെ ഒന്നൊന്നര വരവുണ്ട് മോനെ,0
47,{'ml': 'ട്രൈലർ 50ഇല് കൂടുതൽ തവണ കണ്ടത് ഞാൻ മാത്രമാണോ അന്ന ബിൻ വിനീത് എട്ടൺ ഇഷ്ടം'},0
48,{'ml': 'ട്രൈലർ കണ്ടോ തന്നെ ഫിലിം പോയ് കാനാൻ തോന്നിണ്ട്'},0
49,{'ml': 'ഇതിൽ ഉള്ള പല സീനും ഇല്ലാലോ പദത്തിൽ'},0
50,{'ml': '2കെറി ഉച്ചാളി മോഹനേറ്റാൻ ഫെൻസ് സ്പോട്ട് ഇതൊക്ക് കണ്ടാൽ ഇവത്തകളുടെ കുരു പൊട്ടും ! സുറഷ്യോട്'},0
51,  എക്ക ഫാൻസ് ലിക്ക്സ് ഹേരെ ഞാനും എന്റെ കളിക്കാരും സ്ത്രോങ്ങ 3ബ്ലേ സ്u200cട്രോങ്ങ്,0
52,{'ml': 'ഇഞ്ചേരു ഒരു കോംപ്ലറ്റ് സർപ്രീസ് പാക്കാജ് അനല്ലോ എബ്രിഡ് സൈനെ'},0
53,{'ml': '56കെറി ലൈക് ആൻഡ് 5.1കെറി ഡിസ്ലിക്ക് ബൂട്ട് വിവ് 16കെറി.യൂട്യൂബെ സൾക്സ്'},0
54,{'ml': 'കിടിലം പദം...ഡിരെക്ഷൻ എന്നൊക്കെ പറഞ്ഞ ഇതാണ് മോണ'},0
55,{'ml': 'പെണ്ണെന്നു പറഞ്ഞാൽ ശാപം എങ്കിൽ അങ്ങനത്തെ മനസ്സ് ഉള്ളവരുടെ അമ്മമാർ പുരുഷന്മാർ ആണോ'},0
56,  മോഹൻലാലിനെ ഒരു മോഹൻലാലായി കിണുന്നുണ്ട് ഫ്രാൻജീയേട്ടനിലെമമ്മൂട്ടിയാകാൻ നോക്കിയതാ പറ്റണ പണിയെടുത്താൽ പോരെ,0
57,{'ml': '4 മില്ലോൺ ഐ മക്കളെ ഈറ്റന്റെ പഴി പാരഗവർ തലയിൽ മുണ്ടിട്ട് ട്രൈലർ കണ്ടുകാനും'},0
58,{'ml': 'ഞമ്മന്റെ ആൾക്കാർ കിടന്നു ഉമ്പുന്നുണ്ടലോ...ഇതേതോ കുന്നം കുളം വീഡിയോ ആണ്...മമ്മൂക്കയുടെ മാമേംഗം എന്ന ബോർ ട്രയ്ലർ ആണ്.🤧🤧'},0
59,{'ml': 'അർബസ് ഖാൻ മലയാളത്തിലോ...ഇനി സൽമാൻ ഖാനെ കൊണ്ടുവരുമല്ലോ..മലയാള സിനിമ ഒരുപാട് ഉയരങ്ങളിൽ ഇതെട്ടെ..'},0
60,"{'ml': ""മമ്മൂക്കയുടെ മാസ്സ് ~ ഷൈലോക്ക് ഏട്ടന്റെ മാസ്സ് ~ ബിഗ് ബ്രദർ ബിഗ് ംംംം'എസിഎസ് പൊളിക്കുവാണല്ലോ കട്ട സപ്പോർട്ട് രണ്ടിനും""}",0
61,{'ml': 'ഇട്ടിച്ചാണ്ടെ വക ഒരു സാമ്പിൾ ഹിറ്റും കൂടി'},0
62,{'ml': '16കെറി ഡിസ്ലിക്ക് അടിച്ച മാ.. മഹാന്മാരുടെ ശിരസ് പിലർന്നു അന്ധരികയെ.. ബാഗവാനെ'},0
63,{'ml': 'ഇതൊക്കെ ചെയ്യുമ്പോ മമൂക്കയ്ക്ക്'},0
64,{'ml': 'മോഹൻലാൽ പഞ്ചാബിയാണോ? ഈ പടം എട്ടു നിലയിൽ പൊട്ടും കടത്തനാടൻ അമ്പാടി പൊട്ടിയതുപോലെ'},0
65,{'ml': 'ഇതെന്ത് കോപ്പാണ്'},0
66,{'ml': 'അവൾക്കാണേൽ ഒരോ ദിവസവും ഭംഗി കൂടി വരാ.... 🤣🤣🤣 കീഡോസ്'},0
67,{'ml': 'തോംസ് ഓഫ് ഹിന്ദോസ്ഥാൻ ഫിലിമിന്റെ ഭാഗമാണ് കാണിക്കുന്നത് എങ്കിലും സംഗതി മാസ് ആയിട്ടുണ്ട്'},0
68,  എനിക്കു ഒരു 100 ലൈക് എങ്കിലും തരുമോ മമ്മൂക്ക ഫാൻസ് എല്ലാരും എന്റെ ചാനൽ കൂടെ സബ്സ്ലെബ്ബ് ചെയ്യുമോ,0
69,{'ml': 'സി10 ന്റെ മാസ്സ് കാണാൻ വന്നവർ അഡ്ഡിക് ഒരു ലൈക്'},0
70,{'ml': 'മോനെ കിടു ഒന്നും പറയാനില്ല..... ഹോ ഒരുത്തനെ തല്ലിയിട്ട് കൈ കൊട്ടി ചിരിക്കുന്ന സീൻ പൊളി'},0
71,{'ml': 'നീ ഒക്കെ അറ ട്രോസർ ഇട്ട് അജന്ധയിൽ ആധിപപം കണുമ്പോ ഞൈൻ വിട്ട സ്കീൻ ആ ഇഡ്...ഏഹ് മാമ്മുകാ'},0
72,  മൂക്കുത്തി ഡയറക്ടർ ഗിരീഷ് ഫ്രിസ്റ്റ് മൂവി കട്ട സപ്പോർട്ട്,0
73,{'ml': 'മലയാളം തെലുഗു ഫിലിം ഇനു പഠിക്ക് അനോ. ബലകൃഷ്ണൻ യുടെ ട്രൈലർ കണ്ട പോൾ'},0
74,{'ml': 'ഫഹദ്ഇക്കയുടെ വില്ലനിസം കാണാൻ കട്ട വെയ്റ്റിംഗ് എത്ര പേരുണ്ട്'},0
75,{'ml': 'ഫ്രിസ്റ്റ് അടം ജോൺ ട്രിയലർ പോൾ ന്റെയാണ് .ബൂട്ട് ബ്ം കീട്'},0
76,{'ml': 'ഇൗ സിനിമ കണ്ട് കഴിഞ്ഞ്..... ഇതിന്റെ സെക്കന്റ് പാർട്ട് ആഗ്രഹികുനാവർ ലൈക് ആൻഡ് കോമണ്ട്'},0
77,{'ml': 'ഓൾ ഇൻഡ്യ ലെവൽ മൂവി'},0
78,{'ml': 'ഫേസ്ബുക്ക് ട്രൈലർ കണ്ടു യൂട്യൂബെ ട്രൈലർ കണ്ടവർ ലൈക് ഹേരെ'},0
79,{'ml': 'ട്രൈലർ അടിപോലി എന്നെ പറഞ്ഞൽ പോര വേറെ ലേവല'},0
80,{'ml': '5.2ംംംം+ വീബ് 324കെറി+ ലിക്ക്സ് 27കെറി+ ഡിസ്ലിക്ക്സ് #1ട്രെണ്ടിങ്... മാർച്ച് 28 #ലീ #ലീ666 #ലൂക്കിഫർ'},0
81,{'ml': 'വെയ്റ്റിംഗ് ഫൊർ രാജു ഇട്ടൺ ആൻഡ് ലളേറ്റൺ കോംബോ'},0
82,{'ml': 'ഐ അം വെയ്റ്റിംഗ് കട്ട മാസ്സ് പദം മുട്ടില അറും'},0
83,{'ml': 'ഫഹദ് സോബിൻ ഷാനെ ഭാസി വോട്ട് സി കൊമ്പോ മാൻ കോൺഡ്രെയ്സ് റ്റു കുംബലങ്ങി ടീം.... ഇതാണ് പദം'},0
84,{'ml': 'നീ വാ തലൈവ. നിങ്ങളുടെ പടം ആരൊക്കെ തകർക്കാൻ നോക്കിയാലും ഞാൻ എന്നും നിങ്ങളുടെ ഫാൻ ആയിരിക്കും. ഡൈ ഹാർഡ് ഫാൻ'},0
85,{'ml': 'മമ്മൂക്കൾ നിങ്ങൾ മൃത്ത് ആൻ'},0
86,{'ml': 'മമുകുക ഫാൻസ് ലൈക് അടിക്കാൻ ഉള്ള നോൽ'},0
87,{'ml': 'ഒരു കാര്യം ഉറപ്പായി ഒന്നാ തരം തല്ലിപ്പൊളി'},0
88,{'ml': 'ഓൾ തായ് ബെസ്റ്റ് ജോഷി സാർ എൻറിറെ ക്രേവ് കട്ട വെയ്റ്റിംഗ് ജോഷി-ലാലേട്ടൻ വയനാടൻതമ്പാൻ'},0
89,{'ml': 'കളരി മാസ്റ്റർ എന്നയിരിന്നു എങ്കിൽ ഒരു ആകാംമഷ ഉണ്ടയാനെ കാരണം ചൈനിസ് അയോദന കലകൾ ആ രജ്യത്തിൻ്റെ സംസ്കാരവുമായി നിർമിക്കുബൊഴെ അതിന് ഒരു രസമുള്ളു ഇന്ത്യൻ അയോദന കല കളരി ആണ് കളരിയെ പുതിയ കാലത്തിൻ്റെ രീതിയിൽ കഥ പറഞ്ഞ ഒരു സിനിമ വന്നിട്ടില്ല'},0
90,{'ml': 'പദം. കണ്ടു കഴിനിത് ട്രൈലർ കാനാൻ വന്നവർ ഇവിടെ ലൈക് അടി'},0
91,{'ml': 'ഇത് എന്നെ പോലുള്ള രാജുവേട്ടൻ ഫാൻസ് ഇന്റെ കഥയാണ് എന്നെനിക്കു തോന്നുന്നു കട്ട വെയ്റ്റിംഗ്'},0
92,{'ml': 'ഇപ്പോൾ കാണുന്നവർ ഒന്ന് ഓപ്പ് വച്ചു പോഗ്.....'},0
93,{'ml': 'പൊളിച്ച് . ബെസ്റ്റ് ഫിലിം ഐൻ 2019'},0
94,{'ml': 'തണ്ണീർ മത്തൻ (ബത്തക്ക) എന്ന് പേരിടാൻ എന്താണാവോ കാരണം 🤔'},0
95,  ഇവനിട്ടൊരു പൂശ അങ്ങ് പൂശിയലോ ഇട്ടിച്ചാണ് പോളി കീട്,0
96,{'ml': 'എണികിയും ലളേറ്റ്നണ്ട് കുടെ ആക്റ്റ് ചെയ്യണം..ഐ ലൗ ഊൂ സോ മച്ച് ലളേറ്റ്..ഫ്രോം ബാംഗളൂറ് പ്രമ്മി'},0
97,{'ml': 'ബെസ്റ്റ് വിഷസ് കൽക്കി ...... കൽക്കി കലക്കാത്തി ........'},0
98,{'ml': 'മൊഹമ്മദ് സീരി നിങ്ങ വേറെ ലെവൽ ആണ് കേട്ട ടിഡ് നേബി ടൂ'},0
99,{'ml': 'ഫാൻ ഫൈറ്റ് അല്ല മലയാളിലാക്കുള്ള അഭിമാനം അവത്തി'},0
100,{'ml': 'ബിഗ് ബിബി 2 വിന്റെ ടീസർ ഇനു വാറ്റ് ചെയുന്നവർ ഒരു ലൈക് അടിച്ച് പോയെ#കട്ട ലളേറ്റ്സൺ ഫാൻ ബൂട്ട് ഐക്ക ലുക്ക് ..'},0
101,{'ml': 'ദേ ട്രെയിലറിൽ മോഹൻലാൽ ഒന്ന് ചെറുതായി പറക്കുന്നു'},0
102,  ലൗ ഊൂ ലളേറ്റ് ഇതുപോലൊരു ഫിലിം മലലയാളത്തിൽ ആർക്ക് എടുക്കാൻ പട്ടും,0
103,{'ml': 'എന്റ് പോന്ന.... ലളേറ്റ്. നീഗൽ മസല്ല മരിയാന മാസ്സ്'},0
104,{'ml': 'അബൂദാബി ഡെൽമ മലിൽ വന്നവർ ലൈക് അടിക്'},0
105,{'ml': 'ഗുണ്ട് സംവിധായാകനും പോക്ക് കഥയും പിന്നെ കുറെ റബ്ബർ ഫൈറ്റ് കളും ഇയാള് ഇത് എന്തും ഭാവിച്ചാണോ എന്തോ'},0
106,{'ml': 'കാവ്യ ഫിലിം കമ്പനി പേരിന് ഒരു ഗുമ്മില്ല...'},0
107,{'ml': 'ലളേറ്റൺ പോലിപ്പിച്ചെങ്കിൽ. അധിക് ഒരു ബിഗ് ലൈക്'},0
108,{'ml': 'ബ്ം നല്ല പരിജയം ഉണ്ടാളോ...ഇവിടുന്നലേം സംഗതി പൊളിച്ച്'},0
109,{'ml': 'തിങ്കൾ മുതൽ വെള്ളി വരെ നുമ്മടെ സ്വയം ഏഷ്യാനെറ്റിൽ ഓൾ തായ് വെറി ബെസ്റ്റ്'},0
110,{'ml': 'പദം കണ്ട് കിലിപോയിറ്റ് ഇവേടെ വന്നവർ ഉണ്ടോ... വാട്ട് സി മൂവി....'},0
111,{'ml': 'എന്ടെ പൊന്നോ ഹീ എട്ടം ലൗ യൂ മമുകുക'},0
112,  133 ഇതിനു ശേഷം ഷെയ്൯ തെറിവിളിക്കുന്നുണ്ട്സിനിമയിൽ ശ്രദ്ധിച്ചാൽ മനസിലാകും,0
113,{'ml': 'പടം ഒന്നിൽ കൂടുതൽ തവണ കണ്ടവർ ഉണ്ടോ'},0
114,{'ml': 'മാസ്സും മരണമാസും ഐ അം ത്രില്ലേഡ് കട്ട വെയിറ്റ്'},0
115,{'ml': 'വിശ്വസിച്ചു കുടോ വരുന്നവരെ ജീവൻ കൊടുത്തും സംരക്ഷിക്കും'},0
116,{'ml': 'ഞാൻ ഒരു ലളത്തൻ ഫാൻ അനു ബൂട്ട് ഇൗ മൂവി നമുദെ അബിമാനമാണ് എന്തായാലും മേഗ ഹിറ്റ് അവൻ പ്രരിത്തിക്കുന്നു'},0
117,{'ml': 'ഇതിനെക്കാലും നല്ലത് ആ തെല്ലോഗ് ഫിലിം എടുത്ത് കാണായിരുന്നു....ടിക്കറ്റ് പോയി..'},0
118,{'ml': 'ബ്ം .. റിപ്പറ്റ് മോഡ് .. ഞാൻ മാത്രം ആണോ?'},0
119,{'ml': 'ഇമ്മാതിരി കഥകളൊക്കെ എടുത്തു കളയേണ്ട കാലം കഴിഞ്ഞു....... ഇനിയെങ്കിലും ഒന്ന് മാറ്റിപിടിച്ചൂടേ ലാലേട്ടാ.....'},0
120,{'ml': 'അവസണം കുംബലങ്ങയിലെ ശമ്മി പോലെയാനോ തന്നിമതനിലെ രവി? ഒരു പ്പിച്ചോ മൗവ്!!'},0
121,{'ml': 'ട്രൈലർ വളരെ ചെറുതായിപോയി മമ്മൂട്ടിയുടെ മുഖം എങ്കിലും ഒന്ന് കാണിക്കാമായിരുന്നു'},0
122,{'ml': 'നാൾ ബംഗാളികൾ രണ്ട് സീഡിൽ നിന്ന് മാൻ വാറി കടലിൽറ്റ തിരന്തെ ഉള്ള് നിന്റെ ജപ്പൻ'},0
123,{'ml': 'വട.. ഇതു കെട്ട് രോമർച്ചം വന്നവർക്ക് ലൈകെനുള്ള കോമണ്ട്'},0
124,{'ml': 'കണ്ണെഴുതി പൊട്ടും തൊട്ട് സിനിമയിലെ മഞ്ജു വാരിയരെ ഓർമ്മ വന്നു...'},0
125,{'ml': 'ഹോ ----ഒരു ഒന്നൊന്നര അഡാർ ഐറ്റം...... നിവിന് --വിയറ്റ്നാം കോളനിയിലെ വില്ലൻ റാവുത്തർ ലുക്ക്--വേറെ ആർക്കെങ്കിലും തോന്നിയോ ????'},0
126,{'ml': 'എന്റെ പൊന്നേ രോമാഞ്ചത്തിന്റെ അങ്ങേയറ്റം തന്ന ടീസർ..'},0
127,{'ml': 'ജോഷി എന്ന നമേ മാത്രം മതി......!!'},0
128,{'ml': 'അന്ന ബിൻ പെർഫർമാൻസ് വീര ലെവൽ'},0
129,{'ml': 'രോമർച്ചം എന്നൊക്കെ പറഞ്ഞ കൊറഞ്ഞി പോകും ....എത്തുക്കും മേലെ'},0
130,{'ml': '#റിപ്പറ്റ് മുഡ് #ഫെല്ലറിർജി മമ്മൂക്ക'},0
131,{'ml': 'ഇതെന്താണ് ലൈക് ഡിസ്ലിക്ക് കൂടി 173കെറി.. വീബ് ഇപ്പോൾ 172കെറി..യൂട്യൂബെ അടിച്ച് പോയോ'},0
132,{'ml': 'ട്രൈലർ റൂം ടീസർ റൂം വിടൽ സിനിമ ഏലനേയ ഇന്ദോ. ചിലയിടത്തോക്കെ വെല്ലിമോഗ ഫിൽ കിത്ത്യവരൊക്കെ അധിക്കേട ലൈക്'},0
133,{'ml': 'കീട് മൂവി ബൂട്ട് ടീസറിൽ മോവിയുഡ കിടിലം സ്കാന്റ്സ് എല്ലാം ഉണ്ടെ'},0
134,{'ml': 'ആരാണ് സ്റ്റണ്ട് ചോരിഗ്രാഫി എന്ന് അറിഞ്ഞാൽ കൊള്ളാമായിരുന്നു'},0
135,{'ml': 'കൊച്ചിക്കാരൻ ആയ കുഞ്ഞാലി മരക്കാർ മലപ്പുറം സ്ലാങ്കിൽ... അതെന്താ അങ്ങനെ..'},0
136,{'ml': 'മാമങ്ങം റിലീസ് ടത്തെ മാറ്റിയോ ??? വിക്കിപീഡിയ ഇല് ഡിസംബർ 12 ??????'},0
137,  ഐടിഎസിഎസ് ജസ്റ്റ് ലൈക് സ്ക്രാക് ഫാൻ മൂവി,0
138,{'ml': 'രാജ ഡേ രണ്ടം വരവിനി കോടി കയരാൻ ഇനി കുരച്ച് മണികൂറുകൾ മാത്രം.....ഇടികട്ട വെയ്റ്റിംഗ്'},0
139,{'ml': 'യാ മോണ ഹോളിവുഡ് ഗെടുപ്പ് കാത്തിരുന്നത് വേർത്തേ ആയില്ല ബ്ം മരിയാന മാസ്സ്'},0
140,{'ml': 'എഡിലെ ചേല പൊലീസ് നൈ ഇവിഡെയോ കണ്ടപോലെ വിജയൻ സർക്കരെ എന്നോ'},0
141,{'ml': 'ഇതാണ് മാമുക്ക. മാമ്മുക തിരിച്ചു വന്നുന്ന പോയി പറയേഡ. ലളേറ്റ്യന്റെ ലെവൽ ഇപ്പോ'},0
142,{'ml': 'സത്യത്തിൽ ഈ സിനിമ മലയാളം സിനിമയല്ലേ. എന്നിക്ക് ഒരു വിശ്വാസക്കുറവ്. സിനിമ ഒരു ഹോളിവുഡ് ബോളിവുഡ് തരത്തിലുള്ള സ്റ്റൈലാണ് ട്രൈലെർ ഇറക്കിയത്. എബ്രിഡ് ഷൈൻ എന്ന ഡിറക്ടറിന്റെ ബ്രെയിൻ എന്റമ്മോ. ഹട്സ് ഓഫ്ഫ്'},0
143,{'ml': 'ഓൾ കേരളാ തലപതി ബ്ലോഡ്സ് വിഷസ് മോഹൻ ലാൽ'},0
144,{'ml': 'മവനെ ബോക്സോഫീസിനെ കൊല്ലാമ വിടമാട്ടെ .. ഇനി കൊള്ളപലിശക്കാരന്റെ താണ്ഡവം'},0
145,{'ml': '.പ്രതിസന്ധികളെ മറികടന്ന് വെല്ലുവിളികളെ തരണം ചെയ്ത മലയാളത്തിന്റെ ലേഡി ഹീറോയിൻ മഞ്ജുചേച്ചി.'},0
146,{'ml': 'അവേസോം മൂവി.....ബെസ്റ്റ് മൂവി സോ ഫാർ ഐൻ 2019'},0
147,{'ml': 'വേർഷൻ 2.0 അല്ലായിരുന്നോ???ഇപ്പോ അങ്ങനെ 5.25 ഐ.??'},0
148,{'ml': 'ഏജ്ജാതി എട്ടം ഈഫഫ് കാറ്റ വെയ്റ്റിംഗ്'},0
149,{'ml': '2 മില്യൺ കാഴ്ചക്കാരുമായ് ഷൈലോക്ക് ടീസർ'},0
150,{'ml': 'ആന്ധ്ര പ്രദേശ് ഡൈ ഹാർഡ് മോഹൻ ലാൽ ഫാൻസ്'},0
151,{'ml': 'മഞ്ചു ചെച്ചിടെ മൊവേക് നഞ്ചൽ എല്ലാ മോഹൻലാൽ ഫെൻസിന്റം വിജയശംസകൾ'},0
152,{'ml': 'ട്രൈലർ കണ്ടിട്ട് പടൻ.. എസ്സ് ഉസൂയൽ തെലുഗു ഫിലിം പോൾ താനെ..'},0
153,{'ml': 'വെയ്റ്റിംഗ് ഫോർ ആ ത്രില്ലെർ'},0
154,{'ml': 'വിനീടെട്ടന്റെ.. പാട്ട് കൂടി ഓണ്ടാങ്കിൽ പദം കിടുകും'},0
155,{'ml': 'ഐഫ്സ് മൂവി കീ നാൻ ഹി ഗലത് രാഖ ഹൈ ലൂക്കിഫർ മീൻസ് ഷത്തിന് ഇല്ലുംറേറ്റിസ് കീ പിജറി'},0
156,{'ml': 'ഞാൻ പഠിച്ച കോളെജിൽ ഞങ്ങൾ ഏററവും കൂടുതൽ ഓടിച്ചിട്ട് തള്ളിയത് മെക്കാനിക്കൽ കാരി അനു'},0
